cdn_cliente,num_aval1,num_aval2,dt_inscricao,l_cpf,estrutura,Bloqueado,log_ativo,mot_ativo,cdn_repres,dat_usuario,origem,cdn_grupo_cliente,tipo_produtor,safra_crm,dt_implant_ini,cliente_novo,dt_ult_movto,safra_ult_movto,situacao,cliente_foco,log-utiliza-portal,data-ativacao,data-inativacao,log_ativo_pa,log_cliente_pet,cod_rep_secundario,apl_classif_produtor,apl_dt_valid_classif,cod_transp,log_participante_bayer,log_cooperativa
144,0,0,1996-03-01,False,GRANDE1,False,True,,23018,(null),D,144,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-21,2023/2024,Ativo,False,True,2016-02-15,(null),True,False,0,50.0,9999-12-31,71292,False,False
145,0,0,1996-03-01,False,MINI,False,True,,31100,(null),D,145,PRMED,"2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2012/2013,2012/2012,2014/2015,2015/2016,2016/2016,2016/2017,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
146,0,0,1996-03-01,False,Médio,False,True,,23018,(null),D,146,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-25,2023/2024,Ativo,False,False,(null),(null),True,False,0,50.0,9999-12-31,71293,False,False
147,0,0,1996-03-01,False,GRANDE1,False,True,,31036,(null),D,147,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-29,2023/2024,Ativo,False,True,2022-07-19,(null),True,False,0,50.0,9999-12-31,71294,False,False
148,0,0,1996-03-01,False,Grande1,False,True,,31032,(null),D,148,PRMIN,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",2000-01-04,False,2023-09-28,2023/2023,Ativo,False,True,2019-04-18,(null),True,False,0,50.0,9999-12-31,71295,False,False
149,0,0,1996-03-01,False,Grande2,False,True,,23018,(null),D,149,PRMED,"2028/2029,2027/2028,2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005,2004/2005,2004/2004,2003/2004,2003/2003,2002/2003,2002/2002,2001/2002,2001/2001,2000/2001,2000/2000,1999/2000,1999/1999,1998/1999,1998/1998,1997/1998",1999-11-01,False,2023-09-15,2023/2024,Ativo,False,True,2019-04-05,(null),True,False,0,50.0,9999-12-31,71296,False,False
150,0,0,1996-03-01,False,Grande,True,False,EXCLUSÃO- FALECIDO EM 04/03/10,49010,2010-05-03,D,1799,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2017/2017,2017/2018,2018/2018,2018/2019,2015,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025",2005-12-22,False,2010-03-14,2009/2010,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71297,False,False
151,0,0,1996-03-01,False,Grande1,True,False,FALECIMENTO - EXC 02/03/2015,31032,2015-03-04,D,151,PRMED,"2011/2011,2010/2011,2014/2014,2014/2015,2015/2015,2015/2016",2000-01-04,False,2012-07-10,2012/2013,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71298,False,False
152,0,0,1996-03-01,False,Grande,True,False,Falecido,0,2007-11-22,D,0,,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),14901,False,False
153,0,0,1996-03-01,False,Médio,True,False,EXCLUSÃO 12/12/16,38001,2016-12-29,D,163,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",2000-01-04,False,2016-04-22,2016/2016,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71299,False,False
154,0,0,1996-03-01,False,Médio,True,False,FALEC. 10/12/10-EXCL. 02/02/11,13011,2011-02-02,D,2090,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,2010-10-05,2010/2011,Inativo,False,False,(null),(null),False,False,0,0.0,9999-12-31,11254,False,False
155,0,0,1996-03-01,False,Pequeno,False,True,,68008,(null),D,155,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,2023-03-22,2022/2023,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71300,False,False
156,0,0,1996-03-01,False,Grande1,True,False,EXCLUSÃO,12012,2022-10-03,D,156,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023",1999-11-01,False,2021-03-30,2020/2021,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71301,False,False
157,0,0,1996-03-01,False,PEQUENO,False,True,,68008,(null),D,155,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,2023-03-22,2022/2023,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71302,False,False
158,0,0,1996-03-01,False,Médio,False,True,,20000,(null),D,158,PRMED,"2026/2027,2026/2026,2025/2026,2025/2025,2024/2025,2024/2024,2023/2024,2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2007/2007,2006/2007,2006/2006,2005/2006,2005/2005",2000-01-04,False,2023-10-10,2023/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71303,False,False
159,0,0,1996-03-01,False,GRANDE1,False,True,,14010,(null),D,3152,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-29,2023/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71304,False,False
160,0,0,1996-03-01,False,Grande2,False,True,,57010,(null),D,160,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-23,2023/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71305,False,False
161,0,0,1996-03-01,False,Pequeno,True,True,,12010,2023-03-06,D,161,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,2022-12-13,2022/2023,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71306,False,False
162,0,0,1996-03-01,False,Médio,True,False,,14007,2007-11-22,D,0,,,1999-11-01,False,2004-03-03,2003/2004,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
583,0,0,1996-03-18,False,Nenhum,False,True,FALTA CAD. DE AREA,20000,2015-11-10,D,583,PRMED,",2013/2014,2014/2014,2014/2015,2015/2015,2016/2016,2015/2016,2016/2017,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
163,0,0,1996-03-01,False,GRANDE3,False,True,,38001,(null),D,163,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-20,2023/2024,Ativo,False,True,2015-11-23,(null),False,False,0,1.0,9999-12-31,76576,False,False
164,0,0,1996-03-01,False,Grande2,False,True,,20008,(null),D,164,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2017/2017,2017/2018,2018/2019,2018/2018,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2023/2023,2022/2023,2024/2024,2023/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-22,2023/2024,Ativo,False,False,(null),(null),True,False,0,999.0,9999-12-31,71307,False,False
165,0,0,1996-03-01,False,Pequeno,False,False,Demissionário,0,(null),D,0,,,2000-01-04,False,2001-03-26,2000/2001,Inativo,False,False,(null),(null),False,False,0,0.0,(null),78100,False,False
166,0,0,1996-03-01,False,Mini,False,True,,16000,(null),D,166,PRMAX,"2019/2019,2018/2019,2018/2018,2016/2017,2016/2016,2015/2016,2014/2015,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2015/2015,2017/2017,2017/2018,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2021,2020,2022,2019,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",2000-01-04,False,2011-08-29,2011/2011,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71308,False,False
167,0,0,1996-03-01,False,Pequeno,True,False,DEMISSAO EM 27/09/2017,16000,2017-09-27,D,166,PRMED,"2019/2019,2018/2019,2018/2018,2016/2017,2016/2016,2015/2016,2014/2015,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2015/2015,2017/2017,2017/2018,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2021,2020,2022,2019,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",2000-01-04,False,2017-02-17,2016/2017,Ativo,False,False,(null),(null),False,False,0,0.0,(null),76577,False,False
168,0,0,1996-03-01,False,Pequeno,True,False,EXCLUSAO EM 01/06/2020,35006,2020-06-01,D,1648,PRMAX,"2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",1999-11-01,False,2018-06-01,2018/2019,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71309,False,False
169,0,0,1996-03-01,False,Pequeno,False,True,,16017,(null),D,169,PRMAX,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2010/2011,2010/2010,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019,2019/2020,2020/2020,2020/2021,2021/2021,2021/2022,2022/2022,2021,2020,2022,2019,2022/2023,2023/2023,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",2000-01-04,False,2023-10-24,2023/2024,Ativo,False,True,2016-02-18,(null),False,False,0,1.0,9999-12-31,71310,False,False
170,0,0,1996-03-01,False,Grande2,False,True,,16017,(null),D,170,PRMAX,"2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",1999-11-01,False,2023-12-27,2023/2024,Ativo,False,True,2015-12-15,(null),True,False,0,1.0,9999-12-31,71311,False,False
171,0,0,1996-03-01,False,Pequeno,True,False,DEMISSAO EM 26/09/17,16000,2017-10-05,D,171,PRMED,"2009/2010,2010/2010,2015/2016,2016/2016,2016/2017,2015/2015,2017/2017,2017/2018,2018/2018,2018/2019,2019/2019",1999-11-01,False,2010-02-21,2009/2010,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71312,False,False
172,0,0,1996-03-01,False,Grande1,True,False,DEMISSÃO EM 01/12/2015,15016,2015-12-08,D,175,PRMED,"2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",1999-11-01,False,2015-02-22,2014/2015,Inativo,False,False,(null),(null),False,False,0,0.0,(null),71313,False,False
173,0,0,1996-03-01,False,Grande2,True,False,DEMISSÃO 13/10/2021,16014,2021-10-13,D,175,PRMED,"2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",1999-11-01,False,2020-04-16,2020/2020,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71314,False,False
174,0,0,1996-03-01,False,Grande2,False,True,,16017,(null),D,174,PRMAX,"2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",1999-11-01,False,2022-02-20,2021/2022,Ativo,True,False,(null),(null),False,False,0,50.0,9999-12-31,71315,False,False
175,0,0,1996-03-01,False,Grande3,False,True,,16017,(null),D,175,PRMAX,"2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",1999-11-01,False,2024-01-16,2024/2024,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,71316,False,False
176,0,0,1996-03-01,False,Grande1,False,True,,67001,(null),D,176,PRMAX,"2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2011/2012,2011/2011,2010/2011,2010/2010,2009/2010,2009/2009,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",1999-11-01,False,2023-09-13,2023/2024,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71317,False,False
177,0,0,2022-04-29,False,Grande2,False,True,,16017,(null),D,177,PRMAX,"2023/2023,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2012/2012,2009/2010,2009/2009,2008/2009,2008/2008,2007/2008,2023/2024,2024/2024,2024/2025,2025/2025,2025/2026,2026/2026,2026/2027,2027/2027",2000-01-04,False,2024-01-19,2023/2024,Ativo,False,True,2017-07-04,(null),True,False,0,1.0,9999-12-31,71318,False,False
178,0,0,1996-03-01,False,Pequeno,False,True,,9032,2004-09-04,D,178,PRMED,"2025/2025,2024/2025,2024/2024,2023/2024,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2014/2015,2014/2014",2000-01-04,False,2023-10-19,2023/2024,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,15191,False,False
179,0,0,1996-03-01,False,Nenhum,False,False,EXCLUSÃO - ART. 14 24/11/17,9000,2017-11-24,F,179,PRMED,"2014,2014/2014,2014/2015,2017/2018,2017/2017,2018/2018,2018/2019",1999-11-01,False,2005-03-08,2004/2005,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
180,0,0,1996-03-01,False,Pequeno,False,True,,9000,(null),D,180,PRMED,"2014,2014/2014,2014/2015,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2016/2017,2016/2016,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",1999-11-01,False,2012-02-22,2012/2012,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,10482,False,False
181,0,0,1996-03-01,False,Pequeno,False,True,,9000,(null),D,181,PRMED,"2014,2014/2014,2014/2015,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2016/2017,2016/2016,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,2019-07-20,2019/2019,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,19097,False,False
182,0,0,1996-03-01,False,Nenhum,False,True,,9000,2019-10-16,D,182,PRMED,"2014,2014/2014,2014/2015,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2016/2017,2016/2016,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,0,False,False
183,0,0,1996-03-01,False,Pequeno,True,False,EXCL.07/06/10- FALEC. 10/03/09,44001,2010-06-09,D,183,PRMED,,2000-01-04,False,2006-03-15,2005/2006,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
184,0,0,1996-03-01,False,Mini,False,True,,9000,2010-05-17,D,184,PRMED,"2014,2014/2014,2014/2015,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2016/2017,2016/2016,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,2023-09-14,2023/2024,Ativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,10624,False,False
360,0,0,1996-03-06,False,Pequeno,False,True,,9000,(null),D,360,PRNAO,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,2023-04-10,2022/2023,Ativo,False,False,(null),(null),True,False,0,1.0,9999-12-31,71419,False,False
361,0,0,1996-03-06,False,Pequeno,True,False,DEMISSÃO - 23/01/03,0,(null),D,0,,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
362,0,0,1996-03-06,False,Grande,True,False,Falecido,0,(null),D,0,,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
363,0,0,1996-03-06,False,Pequeno,True,False,EXCLUSÃO - 26/06/2008 FALECIDO,14007,2008-07-04,D,363,,,1999-11-01,False,2007-03-30,2006/2007,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
185,0,0,1996-03-01,False,Médio,False,True,,9032,(null),D,185,PRMAX,"2025/2025,2024/2025,2024/2024,2023/2024,2022/2023,2022/2022,2021/2022,2021/2021,2020/2021,2020/2020,2019/2020,2019/2019,2018/2019,2018/2018,2017/2018,2017/2017,2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013",1999-11-01,False,2023-10-18,2023/2024,Ativo,False,True,2016-02-22,(null),True,False,0,1.0,9999-12-31,71319,False,False
186,0,0,1996-03-01,False,Pequeno,False,True,,9000,(null),D,186,PRNAO,"2013/2014,2012/2013,2013/2013,2014,2014/2014,2014/2015,2015/2015,2015/2016,2016/2016,2017/2018,2017/2017,2016/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,2010-05-20,2010/2010,Inativo,False,False,(null),(null),False,False,0,1.0,9999-12-31,10661,False,False
187,0,0,1996-03-01,False,MINI,False,True,,9000,2011-12-14,D,187,PRMED,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-04-20,2023/2023,Ativo,False,True,2018-03-19,(null),False,False,0,1.0,9999-12-31,71320,False,False
188,0,0,1996-03-01,False,GRANDE1,False,True,,9000,(null),D,188,PRMED,"2014,2014/2014,2014/2015,2017/2018,2017/2017,2016/2016,2016/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",2000-01-04,False,2022-10-04,2022/2023,Ativo,False,True,2018-03-19,(null),False,False,0,1.0,9999-12-31,71321,False,False
189,0,0,1996-03-01,False,Pequeno,True,False,EXCLUIDO MOTIVO FALECIMENTO,9019,2005-10-18,D,0,,,2000-01-04,False,2004-09-03,2004/2004,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
190,0,0,1996-03-01,False,Pequeno,True,False,EXCLUSÃO - 29/01/10 FALTA MOVI,9017,2010-02-05,D,0,PRMED,,2000-01-04,False,(null),,Inativo,False,False,(null),(null),False,False,0,0.0,(null),0,False,False
191,0,0,1996-03-01,False,Pequeno,False,True,,9000,(null),D,191,PRMIN,"2016/2017,2016/2016,2015/2016,2015/2015,2014/2015,2014/2014,2013/2014,2013/2013,2012/2013,2017/2018,2017/2017,2018/2018,2018/2019,2019/2020,2019/2019,2020/2020,2020/2021,2021/2022,2021/2021,2022/2022,2022/2023,2024/2024,2024/2025,2025/2025",1999-11-01,False,2023-09-20,2023/2024,Ativo,False,True,2016-01-14,(null),False,False,0,1.0,9999-12-31,5050,False,False
